ticker,company_name,cik,sec_title,latest_periodic_date,latest_periodic_form,cash,short_term_investments,marketable_securities_noncurrent,cash_and_investments,total_debt,operating_cf_quarter,net_loss_quarter,rd_expense_quarter,gna_expense_quarter,quarterly_burn,monthly_burn,cash_runway_months,shares_outstanding,cash_per_share,recent_offering_180d,recent_offering_365d,latest_offering_date,latest_offering_form,offering_forms_365d_count,dilution_risk,sec_data_quality,data_notes,forms_365d,generated_at
MTD,"Mettler-Toledo International, .",0001037646,METTLER TOLEDO INTERNATIONAL INC/,2026-05-08,10-Q,60.57,,,60.57,2161.6,139.79,169.45,51.27,,51.27,17.09,3.5,20207601.0,3.0,False,False,,,0,HIGH,GOOD,cash_tag=CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents | debt_tags=LongTermDebtNoncurrent | burn_from=NetCashProvidedByUsedInOperatingActivities,10-K:1;10-Q:3;11-K:1;144:2;3:3;4:33;8-K:9;ARS:1;DEF 14A:1;DEFA14A:1;SCHEDULE 13G:2;SCHEDULE 13G/A:1;SD:1,2026-06-26T07:24:53+00:00
MTEN,Mingteng International .,0001948099,Mingteng International Corp Inc.,2026-04-30,20-F,1.45,0.18,,1.63,,,,,,,,,20255054.0,0.08,True,True,2026-06-18,424B5,7,HIGH,PARTIAL_CASH_ONLY,cash_tag=CashAndCashEquivalentsAtCarryingValue | st_invest_tags=ShortTermInvestments | burn_missing,20-F:1;3:5;4:1;424B3:1;424B5:3;6-K:22;EFFECT:1;POS AM:2,2026-06-26T07:24:54+00:00
MTNB,"Matinas Biopharma , .",0001582554,"Matinas BioPharma Holdings, Inc.",2026-05-08,10-Q,2.4,0.5,,2.9,,-1.6,-1.92,0.09,1.94,1.6,0.53,5.4,6406191.0,0.45,True,True,2026-06-16,S-3,1,HIGH,GOOD,cash_tag=CashAndCashEquivalentsAtCarryingValue | st_invest_tags=MarketableSecuritiesCurrent | burn_from=NetCashProvidedByUsedInOperatingActivities,10-K:1;10-Q:3;424B7:1;8-K:6;S-3:1;SCHEDULE 13D/A:1;SCHEDULE 13G:1;SCHEDULE 13G/A:2,2026-06-26T07:24:56+00:00
MYGN,"Myriad Genetics, .",0000899923,MYRIAD GENETICS INC,2026-05-06,10-Q,124.4,0.0,0.0,124.4,379.7,-15.7,-34.1,27.1,62.2,15.7,5.23,23.8,94448210.0,1.32,True,True,2026-03-04,EFFECT,3,MEDIUM,GOOD,"cash_tag=CashAndCashEquivalentsAtCarryingValue | st_invest_tags=MarketableSecuritiesCurrent | debt_tags=LongTermDebtCurrent,ShortTermBorrowings,LongTermDebtNoncurrent | burn_from=NetCashProvidedByUsedInOperatingActivities",10-K:1;10-Q:3;144:1;3:2;4:47;424B3:1;8-K:11;8-K/A:1;ARS:1;CORRESP:1;DEF 14A:1;DEFA14A:1;EFFECT:1;S-3:1;S-8:2;SCHEDULE 13G:4;SCHEDULE 13G/A:11;UPLOAD:1,2026-06-26T07:24:57+00:00
NAGE,"Niagen Bioscience, .",0001386570,"Niagen Bioscience, Inc.",2026-05-06,10-Q,66.55,,,66.55,9.99,-1.19,6.32,1.48,7.24,1.19,0.4,167.2,79644327.0,0.84,False,False,,,0,LOW,GOOD,"cash_tag=CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents | debt_tags=LongTermDebtCurrent,LongTermDebtNoncurrent,ConvertibleNotesPayable | burn_from=NetCashProvidedByUsedInOperatingActivities",10-K:1;10-Q:3;4:8;8-K:11;ARS:1;DEF 14A:1;DEFA14A:1;S-8:2;SCHEDULE 13G:1;SCHEDULE 13G/A:1,2026-06-26T07:24:59+00:00
NAII,"Natural Alternatives International, .",0000787253,NATURAL ALTERNATIVES INTERNATIONAL INC,2026-05-19,10-Q,9.2,,,9.2,,-4.02,-4.31,,,4.02,1.34,6.9,6275229.0,1.47,False,False,,,0,HIGH,GOOD,cash_tag=CashAndCashEquivalentsAtCarryingValue | burn_from=NetCashProvidedByUsedInOperatingActivities,10-K:1;10-Q:3;4:12;8-K:6;DEF 14A:1;NT 10-Q:1;S-8:1;SCHEDULE 13G/A:1,2026-06-26T07:25:00+00:00
NAMS,NewAmsterdam Pharma N.V.,0001936258,NewAmsterdam Pharma Co N.V.,2026-05-07,10-Q,457.61,178.5,71.24,707.34,,-30.6,-48.44,38.01,2.72,30.6,10.2,69.3,116903979.0,6.05,False,False,,,0,LOW,GOOD,cash_tag=CashAndCashEquivalentsAtCarryingValue | st_invest_tags=MarketableSecuritiesCurrent | burn_from=NetCashProvidedByUsedInOperatingActivities,10-K:1;10-Q:3;144:22;4:32;8-K:13;ARS:1;DEF 14A:1;PRE 14A:1;S-8:2;SCHEDULE 13D/A:7;SCHEDULE 13G:1;SCHEDULE 13G/A:5,2026-06-26T07:25:01+00:00
NAUT,"Nautilus Biotechnology, .",0001808805,"Nautilus Biotechnology, Inc.",2026-04-28,10-Q,14.63,,,14.63,,-13.1,-14.7,9.71,5.87,13.1,4.37,3.3,127078855.0,0.12,False,False,,,0,HIGH,GOOD,cash_tag=CashAndCashEquivalentsAtCarryingValue | burn_from=NetCashProvidedByUsedInOperatingActivities,10-K:1;10-Q:3;4:17;8-K:6;ARS:1;DEF 14A:1;DEFA14A:1;S-8:1;SCHEDULE 13D/A:3,2026-06-26T07:25:02+00:00
NBIX,"Neurocrine Biosciences, .",0000914475,NEUROCRINE BIOSCIENCES INC,2026-05-05,10-Q,266.5,1062.76,504.19,1833.45,,145.8,197.9,73.2,28.05,101.25,33.75,54.3,100549983.0,18.23,False,False,,,0,LOW,GOOD,"cash_tag=CashAndCashEquivalentsAtCarryingValue | st_invest_tags=ShortTermInvestments,MarketableSecuritiesCurrent,AvailableForSaleSecuritiesCurrent | burn_from=NetCashProvidedByUsedInOperatingActivities",10-K:1;10-Q:3;144:20;3:1;4:69;4/A:1;8-K:8;ARS:1;DEF 14A:1;DEFA14A:1;SC TO-C:3;SC TO-T:1;SC TO-T/A:3;SCHEDULE 13G:2;SCHEDULE 13G/A:1,2026-06-26T07:25:04+00:00
NBP,NovaBridge Biosciences,0001778016,NovaBridge Biosciences,2026-04-07,20-F,210.63,0.21,,210.84,4.22,,,,,,,,265377891.0,0.79,False,True,2025-10-30,424B3,3,MEDIUM,PARTIAL_CASH_ONLY,cash_tag=CashAndCashEquivalentsAtCarryingValue | st_invest_tags=ShortTermInvestments | debt_tags=ShortTermBorrowings | burn_missing,144:4;20-F:1;20-F/A:1;3:18;3/A:1;4:5;424B3:1;424B5:2;6-K:39;6-K/A:3;F-6EF:1;S-8:1;SCHEDULE 13D:1;SCHEDULE 13D/A:2,2026-06-26T07:25:05+00:00
NCI,Neo-Concept International Group,0001916331,Neo-Concept International Group Holdings Ltd,2026-04-30,20-F,0.3,,,0.3,0.61,,,,,,,,20320000.0,0.01,True,True,2026-06-17,EFFECT,6,HIGH,PARTIAL_CASH_ONLY,cash_tag=CashAndCashEquivalentsAtCarryingValue | debt_tags=LongTermDebtCurrent | burn_missing,144:1;20-F:1;3:7;4:1;424B4:1;6-K:12;CORRESP:2;EFFECT:3;F-1:1;F-1/A:3;POS AM:2;S-8:1;S-8 POS:1;SCHEDULE 13D:1;SCHEDULE 13G/A:1;UPLOAD:1,2026-06-26T07:25:06+00:00
NEO,"NeoGenomics, .",0001077183,NEOGENOMICS INC,2026-04-28,10-Q,146.14,,,146.14,341.86,-8.14,-17.11,9.53,65.74,8.14,2.71,53.9,130211780.0,1.12,False,False,,,0,LOW,GOOD,"cash_tag=CashAndCashEquivalentsAtCarryingValue | debt_tags=LongTermDebtCurrent,LongTermDebtNoncurrent | burn_from=NetCashProvidedByUsedInOperatingActivities",10-K:1;10-Q:3;144:5;3:3;4:38;8-K:12;ARS:1;DEF 14A:1;DEFA14A:1;SCHEDULE 13G:6;SCHEDULE 13G/A:6,2026-06-26T07:25:07+00:00
NERV,Minerva Neurosciences,0001598646,"Minerva Neurosciences, Inc.",2026-05-05,10-Q,32.66,45.41,5.02,83.09,9.39,-5.43,-125.4,5.25,11.42,5.43,1.81,45.9,46588709.0,1.78,True,True,2026-05-27,424B5,6,MEDIUM,GOOD,"cash_tag=CashAndCashEquivalentsAtCarryingValue | st_invest_tags=MarketableSecuritiesCurrent | debt_tags=LongTermDebtCurrent,LongTermDebtNoncurrent | burn_from=NetCashProvidedByUsedInOperatingActivities",10-K:1;10-Q:3;144:6;3:2;4:18;424B3:1;424B5:1;8-K:10;ARS:2;CORRESP:2;DEF 14A:2;DEFA14A:1;EFFECT:2;PRE 14A:2;S-3:2;S-8:1;SCHEDULE 13D:1;SCHEDULE 13D/A:1;SCHEDULE 13G:8;SCHEDULE 13G/A:2;UPLOAD:2,2026-06-26T07:25:09+00:00
NEUP,Neuphoria Therapeutics .,0001191070,Neuphoria Therapeutics Inc.,2026-05-15,10-Q,19.44,,,19.44,,-3.79,-0.51,0.7,1.69,3.79,1.26,15.4,5404551.0,3.6,False,True,2025-11-14,424B5,5,MEDIUM,GOOD,cash_tag=CashAndCashEquivalentsAtCarryingValue | burn_from=NetCashProvidedByUsedInOperatingActivities,10-K:1;10-Q:3;3:1;4:6;424B5:5;8-K:8;DEF 14A:1;DEFA14A:7;DEFC14A:2;DFAN14A:5;DFRN14A:1;PREC14A:2;SCHEDULE 13D:1;SCHEDULE 13D/A:5;SCHEDULE 13G:3;SCHEDULE 13G/A:1,2026-06-26T07:25:10+00:00
NEXN,Nexxen International .,0001849396,Nexxen International Ltd.,2026-03-04,20-F,,,,,,,,,,,,,56284083.0,,False,False,,,0,UNKNOWN,LOW,cash_missing | burn_missing,144:9;20-F:1;3:7;4:9;6-K:9;S-8:1;SCHEDULE 13D/A:3;SCHEDULE 13G/A:3,2026-06-26T07:25:11+00:00
NGEN,NervGen Pharma .,0001751912,NERVGEN PHARMA CORP.,2026-03-31,40-F,,,,,,,,,,,,,79649257.0,,True,True,2026-05-26,EFFECT,2,HIGH,LOW,cash_missing | burn_missing,40-F:1;6-K:10;8-A12B:1;CERT:1;EFFECT:2;F-10:2;F-10/A:1;F-X:2;S-8:2;SUPPL:3,2026-06-26T07:25:11+00:00
NGNE,Neurogene .,0001404644,Neurogene Inc.,2026-05-12,10-Q,124.16,119.02,20.01,263.19,,-26.12,-30.93,25.15,8.2,26.12,8.71,30.2,15801901.0,16.66,False,True,2025-08-11,424B5,1,MEDIUM,GOOD,"cash_tag=CashAndCashEquivalentsAtCarryingValue | st_invest_tags=ShortTermInvestments,AvailableForSaleSecuritiesCurrent | burn_from=NetCashProvidedByUsedInOperatingActivities",10-K:1;10-Q:3;144:3;3:1;3/A:1;4:17;4/A:3;424B5:1;8-K:13;ARS:1;DEF 14A:1;DEFA14A:1;S-8:1;SCHEDULE 13G:1;SCHEDULE 13G/A:4,2026-06-26T07:25:13+00:00
NKTR,Nektar Therapeutics,0000906709,NEKTAR THERAPEUTICS,2026-05-08,10-Q,149.58,912.68,282.28,1344.54,,-44.3,-44.9,35.68,13.44,44.3,14.77,91.1,33786032.0,39.8,True,True,2026-05-08,424B5,8,MEDIUM,GOOD,cash_tag=CashAndCashEquivalentsAtCarryingValue | st_invest_tags=AvailableForSaleSecuritiesCurrent | burn_from=NetCashProvidedByUsedInOperatingActivities,10-K:1;10-Q:3;144:21;3:1;4:25;424B5:8;8-K:19;ARS:1;DEF 14A:1;DEFA14A:1;S-3ASR:1;S-8:2;SCHEDULE 13G:7;SCHEDULE 13G/A:10,2026-06-26T07:25:15+00:00
NMRA,"Neumora Therapeutics, .",0001885522,"Neumora Therapeutics, Inc.",2026-05-07,10-Q,147.07,42.45,0.3,189.83,112.96,-46.4,-53.46,38.6,14.27,46.4,15.47,12.3,185284244.0,1.02,False,False,,,0,UNKNOWN,GOOD,"cash_tag=CashAndCashEquivalentsAtCarryingValue | st_invest_tags=MarketableSecuritiesCurrent | debt_tags=LongTermDebtCurrent,LongTermDebtNoncurrent | burn_from=NetCashProvidedByUsedInOperatingActivities",10-K:1;10-Q:3;144:5;4:18;8-K:12;DEF 14A:1;DEFA14A:1;S-8:1;SCHEDULE 13D/A:2;SCHEDULE 13G:2;SCHEDULE 13G/A:3,2026-06-26T07:25:16+00:00
NMTC,NeuroOne Medical Technologies,0001500198,NEUROONE MEDICAL TECHNOLOGIES Corp,2026-05-12,10-Q,2.8,1.0,,3.8,1.13,-3.12,-2.09,1.47,1.5,3.12,1.04,3.7,8702982.0,0.44,True,True,2026-06-12,424B5,2,HIGH,GOOD,"cash_tag=CashAndCashEquivalentsAtCarryingValue | st_invest_tags=ShortTermInvestments | debt_tags=ShortTermBorrowings,ConvertibleNotesPayable | burn_from=NetCashProvidedByUsedInOperatingActivities",10-K:1;10-K/A:1;10-Q:3;10-Q/A:1;144:2;3:2;4:24;424B5:2;8-K:16;ARS:1;DEF 14A:1;PRE 14A:1;S-8:1;SCHEDULE 13G:3;SCHEDULE 13G/A:1;SD:4,2026-06-26T07:25:17+00:00
NNNN,Anbio Biotechnology,0001982708,Anbio Biotechnology,2026-04-07,20-F,7.77,4.13,,11.9,,,,,,,,,,,False,False,,,0,UNKNOWN,PARTIAL_CASH_ONLY,cash_tag=CashAndCashEquivalentsAtCarryingValue | st_invest_tags=ShortTermInvestments | burn_missing,20-F:1;20-F/A:1;3:7;6-K:6,2026-06-26T07:25:18+00:00
NPCE,"Neuropace, .",0001528287,NeuroPace Inc,2026-05-12,10-Q,14.78,39.2,,53.98,59.02,-5.9,-6.69,7.19,4.84,5.9,1.97,27.4,34093745.0,1.58,False,False,,,0,LOW,GOOD,"cash_tag=CashAndCashEquivalentsAtCarryingValue | st_invest_tags=ShortTermInvestments | debt_tags=LongTermDebtCurrent,LongTermDebtNoncurrent | burn_from=NetCashProvidedByUsedInOperatingActivities",10-K:1;10-Q:3;144:1;4:42;8-K:5;ARS:1;DEF 14A:1;DEFA14A:1;S-8:1;SCHEDULE 13G:1;SCHEDULE 13G/A:5,2026-06-26T07:25:19+00:00
NPKI,NPK International .,0000071829,NPK International Inc.,2026-05-01,10-Q,6.54,,,6.54,32.99,21.11,10.46,,,,,,84447036.0,0.08,False,False,,,0,UNKNOWN,PARTIAL_CASH_ONLY,"cash_tag=CashAndCashEquivalentsAtCarryingValue | debt_tags=LongTermDebtCurrent,ShortTermBorrowings,LongTermDebtNoncurrent | burn_from=NetCashProvidedByUsedInOperatingActivities | burn_missing",10-K:1;10-Q:3;144:9;4:32;4/A:1;8-K:12;ARS:1;DEF 14A:1;DEFA14A:1;SCHEDULE 13G/A:4,2026-06-26T07:25:21+00:00
NRIX,"Nurix Therapeutics, .",0001549595,"Nurix Therapeutics, Inc.",2026-04-08,10-Q,71.19,461.21,9.88,542.29,,-71.91,-87.17,84.14,14.61,71.91,23.97,22.6,103405813.0,5.24,True,True,2026-03-06,424B5,3,MEDIUM,GOOD,"cash_tag=CashAndCashEquivalentsAtCarryingValue | st_invest_tags=ShortTermInvestments,MarketableSecuritiesCurrent | burn_from=NetCashProvidedByUsedInOperatingActivities",10-K:1;10-Q:3;144:13;3:1;4:42;424B5:2;8-K:15;ARS:1;DEF 14A:1;DEFA14A:1;FWP:1;S-8:1;SCHEDULE 13G:2;SCHEDULE 13G/A:7,2026-06-26T07:25:22+00:00
NRSN,NeuroSense Therapeutics .,0001875091,NeuroSense Therapeutics Ltd.,2026-03-31,20-F,0.17,,,0.17,,,,,,,,,32557174.0,0.01,True,True,2026-01-29,F-3,9,HIGH,PARTIAL_CASH_ONLY,cash_tag=CashAndCashEquivalentsAtCarryingValue | burn_missing,20-F:1;3:10;4:5;424B3:1;424B5:1;6-K:32;CORRESP:1;EFFECT:3;F-3:2;POS AM:2;S-8:1,2026-06-26T07:25:23+00:00
NRXP,"NRX Pharmaceuticals, .",0001719406,"NRX Pharmaceuticals, Inc.",2026-05-15,10-Q,6.71,,,6.71,19.63,-4.29,-1.43,1.31,2.74,4.29,1.43,4.7,36228992.0,0.19,True,True,2026-06-03,424B5,6,HIGH,GOOD,"cash_tag=CashAndCashEquivalentsAtCarryingValue | debt_tags=LongTermDebtCurrent,LongTermDebtNoncurrent,ConvertibleNotesPayable | burn_from=NetCashProvidedByUsedInOperatingActivities",10-K:1;10-Q:3;25-NSE:1;3:2;4:5;424B3:1;424B5:4;8-K:15;8-K/A:1;ARS:1;CORRESP:1;DEF 14A:1;DEFA14A:1;EFFECT:1;NT 10-Q:1;PRE 14A:1;S-3/A:1;SCHEDULE 13G:1;SCHEDULE 13G/A:2,2026-06-26T07:25:24+00:00
NSRX,Nasus Pharma .,0002029039,Nasus Pharma Ltd,2026-03-25,20-F,1.24,,,1.24,,,,,,,,,9015383.0,0.14,True,True,2026-03-31,EFFECT,8,HIGH,PARTIAL_CASH_ONLY,cash_tag=CashAndCashEquivalentsAtCarryingValue | burn_missing,20-F:1;3:8;4:3;424B4:1;6-K:19;8-A12B:1;CERT:1;CORRESP:5;D:1;EFFECT:3;F-1:2;F-1/A:2;FWP:2;POS AM:1;S-8:1;SCHEDULE 13G:6;UPLOAD:3,2026-06-26T07:25:24+00:00
NTIC,Northern Technologies International,0000875582,NORTHERN TECHNOLOGIES INTERNATIONAL CORP,2026-04-09,10-Q,6.47,5.13,,11.59,,0.34,-0.04,1.18,3.61,0.04,0.01,984.8,9492001.0,1.22,False,False,,,0,LOW,GOOD,cash_tag=CashAndCashEquivalentsAtCarryingValue | st_invest_tags=AvailableForSaleSecuritiesCurrent | burn_from=NetCashProvidedByUsedInOperatingActivities,10-K:1;10-Q:3;4:10;8-K:7;ARS:1;DEF 14A:1;DEFA14A:1;SCHEDULE 13G/A:3,2026-06-26T07:25:26+00:00
NTLA,"Intellia Therapeutics, .",0001652130,"Intellia Therapeutics, Inc.",2026-05-11,10-Q,134.7,241.29,141.26,517.25,,-117.35,-96.23,80.74,34.84,117.35,39.12,13.2,139722277.0,3.7,True,True,2026-04-29,424B5,3,HIGH,GOOD,cash_tag=CashAndCashEquivalentsAtCarryingValue | st_invest_tags=MarketableSecuritiesCurrent | burn_from=NetCashProvidedByUsedInOperatingActivities,10-K:1;10-Q:3;144:1;4:30;424B5:3;8-K:16;ARS:1;DEF 14A:1;DEFA14A:1;S-8:1;SCHEDULE 13G:5;SCHEDULE 13G/A:6,2026-06-26T07:25:28+00:00
NUVB,Nuvation Bio .,0001811063,Nuvation Bio Inc.,2026-05-04,10-Q,125.39,408.34,,533.73,5.79,5.07,5.4,35.05,7.36,42.4,14.13,37.8,348201971.0,1.53,True,True,2026-06-25,424B5,1,MEDIUM,GOOD,cash_tag=CashAndCashEquivalentsAtCarryingValue | st_invest_tags=MarketableSecuritiesCurrent | debt_tags=ShortTermBorrowings | burn_from=NetCashProvidedByUsedInOperatingActivities,10-K:1;10-Q:3;144:15;25-NSE:1;4:31;4/A:1;424B5:1;8-K:8;ARS:1;DEF 14A:1;DEFA14A:1;S-8:2;SCHEDULE 13G:1,2026-06-26T07:25:29+00:00
NVCT,"Nuvectis Pharma, .",0001875558,"Nuvectis Pharma, Inc.",2026-05-05,10-Q,25.13,,,25.13,,-6.51,-6.05,4.11,2.15,6.51,2.17,11.6,26525533.0,0.95,True,True,2026-02-20,EFFECT,2,HIGH,GOOD,cash_tag=CashAndCashEquivalentsAtCarryingValue | burn_from=NetCashProvidedByUsedInOperatingActivities,10-K:1;10-Q:3;3:1;4:13;8-K:7;CORRESP:1;DEF 14A:1;DEFA14A:1;EFFECT:1;S-3:1;UPLOAD:1,2026-06-26T07:25:30+00:00
OCUL,"Ocular Therapeutix, .",0001393434,"OCULAR THERAPEUTIX, INC",2026-05-05,10-Q,666.7,,,666.7,,-65.99,-88.61,66.21,20.01,65.99,22.0,30.3,218960358.0,3.04,False,True,2025-09-30,424B5,1,MEDIUM,GOOD,cash_tag=CashAndCashEquivalentsAtCarryingValue | burn_from=NetCashProvidedByUsedInOperatingActivities,10-K:1;10-Q:3;144:32;3:2;4:51;424B5:1;8-K:11;ARS:1;DEF 14A:1;DEFA14A:1;S-3ASR:1;S-8:1;SCHEDULE 13G:3;SCHEDULE 13G/A:8,2026-06-26T07:25:31+00:00
ODTX,"Odyssey Therapeutics, .",0001882782,"Odyssey Therapeutics, Inc.",2026-06-17,10-Q,35.72,140.03,0.0,175.75,,-41.03,-38.26,32.32,7.35,41.03,13.68,12.8,48031320.0,3.66,True,True,2026-05-07,EFFECT,2,HIGH,GOOD,cash_tag=CashAndCashEquivalentsAtCarryingValue | st_invest_tags=MarketableSecuritiesCurrent | burn_from=NetCashProvidedByUsedInOperatingActivities,10-Q:1;3:19;4:15;424B4:1;8-A12B:1;8-K:3;CERT:1;D:1;DRS:1;DRS/A:2;EFFECT:1;S-1:1;S-1/A:1;S-1MEF:1;S-8:1;SCHEDULE 13D:4;SCHEDULE 13G:2,2026-06-26T07:25:32+00:00
OII,"Oceaneering International, .",0000073756,OCEANEERING INTERNATIONAL INC,2026-04-23,10-Q,607.47,17.18,,624.65,620.44,-59.12,36.11,,,59.12,19.71,31.7,99745249.0,6.26,False,False,,,0,LOW,GOOD,"cash_tag=CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents | st_invest_tags=ShortTermInvestments,AvailableForSaleSecuritiesCurrent | debt_tags=LongTermDebtCurrent,LongTermDebtNoncurrent | burn_from=NetCashProvidedByUsedInOperatingActivities",10-K:1;10-Q:3;11-K:1;144:19;3:2;4:39;8-K:13;DEF 14A:1;DEFA14A:1;SCHEDULE 13G:3;SCHEDULE 13G/A:2;SD:1,2026-06-26T07:25:33+00:00
OKUR,"OnKure Therapeutics, .",0001637715,"OnKure Therapeutics, Inc.",2026-05-05,10-Q,192.11,15.98,,208.09,,-12.94,-15.16,11.71,3.91,12.94,4.31,48.2,40395480.0,5.15,True,True,2026-05-04,EFFECT,8,MEDIUM,GOOD,cash_tag=CashAndCashEquivalentsAtCarryingValue | st_invest_tags=ShortTermInvestments | burn_from=NetCashProvidedByUsedInOperatingActivities,10-K:1;10-Q:3;3:2;4:25;424B3:3;8-K:8;ARS:1;CORRESP:1;DEF 14A:1;DEFA14A:1;EFFECT:2;POS AM:1;S-3:2;S-8:2;SCHEDULE 13D:1;SCHEDULE 13G:9;SCHEDULE 13G/A:6;UPLOAD:1,2026-06-26T07:25:34+00:00
OKYO,OKYO Pharma,0001849296,OKYO Pharma Ltd,2025-07-18,20-F,,,,,,,,,,,,,37610676.0,,True,True,2026-02-17,424B5,5,HIGH,LOW,cash_missing | burn_missing,20-F:1;20-F/A:1;3:8;4:5;424B5:3;6-K:31;CORRESP:1;EFFECT:1;F-3:1;SCHEDULE 13G:4;SCHEDULE 13G/A:6;UPLOAD:1,2026-06-26T07:25:35+00:00
OLMA,"Olema Pharmaceuticals, .",0001750284,"Olema Pharmaceuticals, Inc.",2026-05-12,10-Q,52.55,452.8,,505.35,,-45.99,-53.09,49.23,8.75,45.99,15.33,33.0,87347471.0,5.79,False,True,2025-11-19,424B5,2,MEDIUM,GOOD,cash_tag=CashAndCashEquivalentsAtCarryingValue | st_invest_tags=MarketableSecuritiesCurrent | burn_from=NetCashProvidedByUsedInOperatingActivities,10-K:1;10-Q:3;144:28;3:2;4:31;424B5:2;8-K:15;ARS:1;DEF 14A:1;DEFA14A:1;S-3ASR:1;S-3MEF:1;S-8:1;SCHEDULE 13G:3;SCHEDULE 13G/A:6,2026-06-26T07:25:36+00:00
ONC,BeOne Medicines .,0001651308,BeOne Medicines Ltd.,2026-05-06,10-Q,4791.68,2.6,,4794.28,1087.91,201.34,227.36,541.22,10.78,552.0,184.0,26.1,1445262342.0,3.32,False,False,,,0,LOW,GOOD,"cash_tag=CashAndCashEquivalentsAtCarryingValue | st_invest_tags=ShortTermInvestments | debt_tags=LongTermDebtCurrent,ShortTermBorrowings,LongTermDebtNoncurrent | burn_from=NetCashProvidedByUsedInOperatingActivities",10-K:1;10-Q:3;144:46;3:2;3/A:1;4:65;8-K:12;ARS:1;DEF 14A:1;DEFA14A:1;PRE 14A:1;S-3ASR:2;S-8:1;SCHEDULE 13D/A:2;SCHEDULE 13G/A:1,2026-06-26T07:25:38+00:00
ONCY,Oncolytics Biotech .,0001129928,ONCOLYTICS BIOTECH INC,2026-05-14,10-Q,5.49,,,5.49,,-7.29,-9.24,4.55,4.73,7.29,2.43,2.3,119354067.0,0.05,True,True,2026-04-06,424B5,10,HIGH,GOOD,cash_tag=CashAndCashEquivalentsAtCarryingValue | burn_from=NetCashProvidedByUsedInOperatingActivities,10-K:1;10-Q:1;3:14;4:26;424B3:1;424B5:2;425:1;6-K:30;8-K:17;AW:10;CORRESP:3;EFFECT:4;F-10POS:30;F-3:1;F-4:1;F-4/A:1;POS AM:1;S-3:1;S-8:1;S-8 POS:2;SCHEDULE 13G/A:1;UPLOAD:2,2026-06-26T07:25:39+00:00
ORGO,Organogenesis .,0001661181,Organogenesis Holdings Inc.,2026-05-07,10-Q,91.38,,,91.38,49.63,21.13,-53.16,15.16,,53.16,17.72,5.2,128674548.0,0.71,False,False,,,0,HIGH,GOOD,cash_tag=CashAndCashEquivalentsAtCarryingValue | debt_tags=LongTermDebtNoncurrent | burn_from=NetCashProvidedByUsedInOperatingActivities,10-K:1;10-Q:3;144:3;3:1;4:30;4/A:7;8-K:8;ARS:1;DEF 14A:1;S-8:1;SCHEDULE 13D/A:2;SCHEDULE 13G:1;SCHEDULE 13G/A:2,2026-06-26T07:25:40+00:00
ORI,Old Republic International,0000074260,OLD REPUBLIC INTERNATIONAL CORP,2026-05-01,10-Q,202.1,,,202.1,,281.4,330.0,,490.1,490.1,163.37,1.2,242826815.0,0.83,True,True,2026-05-14,424B5,5,HIGH,GOOD,cash_tag=CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents | burn_from=NetCashProvidedByUsedInOperatingActivities,10-K:1;10-Q:3;11-K:1;13F-HR:4;144:5;4:52;424B3:1;424B5:2;8-K:8;ARS:1;CORRESP:1;DEF 14A:1;EFFECT:1;FWP:1;N-PX:1;S-4:1;S-4/A:1;SCHEDULE 13G/A:1,2026-06-26T07:25:42+00:00
ORIC,"Oric Pharmaceuticals, .",0001796280,"Oric Pharmaceuticals, Inc.",2026-05-04,10-Q,56.4,90.99,,147.39,,-32.44,-35.77,7.72,8.18,32.44,10.81,13.6,103517562.0,1.42,True,True,2026-02-23,424B5,1,HIGH,GOOD,cash_tag=CashAndCashEquivalentsAtCarryingValue | st_invest_tags=MarketableSecuritiesCurrent | burn_from=NetCashProvidedByUsedInOperatingActivities,10-K:1;10-Q:3;144:8;4:21;424B5:1;8-K:9;ARS:1;DEF 14A:1;DEFA14A:1;S-8:1;SCHEDULE 13D/A:1;SCHEDULE 13G:3;SCHEDULE 13G/A:10,2026-06-26T07:25:43+00:00
ORKA,"Oruka Therapeutics, .",0000907654,"Oruka Therapeutics, Inc.",2026-05-13,10-Q,49.52,339.31,107.12,495.95,,-23.58,-31.82,29.14,7.29,23.58,7.86,63.1,60312101.0,8.22,True,True,2026-04-29,424B5,11,MEDIUM,GOOD,cash_tag=CashAndCashEquivalentsAtCarryingValue | st_invest_tags=MarketableSecuritiesCurrent | burn_from=NetCashProvidedByUsedInOperatingActivities,10-K:1;10-Q:3;144:7;3:2;4:36;424B3:3;424B5:4;424B7:1;8-K:7;ARS:1;CORRESP:1;DEF 14A:1;DEFA14A:1;EFFECT:1;S-3:3;S-3/A:2;S-8:1;SCHEDULE 13D/A:2;SCHEDULE 13G:4;SCHEDULE 13G/A:6;UPLOAD:1,2026-06-26T07:25:45+00:00
